class,tweet
2,"Cleared: Crash in Sumter on highway north at MM , left lane blocked. Last updated at ::39PM."
0,Estates on Bayview by Bazis Inc construction status has been updated to . 
2,Gwinnett Co: Trouble on /nb before Jimmy Carter Blvd now off to the right. All lanes open but traffic jammed from Shallowford. #ATLtraffic
1,SEMI TRUCK ACCIDENT on MT- - NINE MILES WEST OF THOMPSON FALLS at milepost . ... 
2,Traffic is heavy in the area of and Long Point Rd near the Port. Officers are on scene assisting. #chstrfc ^dc
2,algo_mgm: Abandoned Vehicle cleared on highway SB @ MP past Exit : SR ; Taylor Road in Montgomery
2,Incident: SB M- (Groesbeck) at Mile now has all lanes opened. CLEARED
1,highway NB: Road blocked from County Road Y31 to County Road Y53 (near Maquoketa). 
2,Cleared: Disabled Vehicle: NB on highway at MM3 in Alexandria.:36AM
2,"Cleared: Disabled vehicle in Miami-Dade on Express south at North Miami/Bal Harbour/NW St, right lane blocked. Last updated at..."
1,highway (Roosevelt Boulevard) Outer Lane Closures Next Week for Repair and Resurfacing Operations in Philadelphia - 
1,Roadwork on highway northbound between Exit - PA and Mile Post: .. There is a traffic disruption.
2,"Cleared: Crash in Sarasota on highway south before Toledo Blade, all lanes blocked. Last updated at ::26AM."
0,. knows a lot of fans are also going to love  
2,"all lanes open again, northbound after Lindbergh (earlier crash)
 #Y98 #STLtraffic #STL "
1,"RT Westford #VT by Bixby Hill is Closed for a crash. Delays, use caution road slippery. "
2,"  UPDATE: Two lanes are now open on NB highway in #Kent, followi… "
1,Updated: Incident on #7Line Both directions at Main Street-Flushing Station 
0,Big Skylah on post game after 99s - win at National Cup 
1,"New: Emergency road construction in Miami-Dade on highway south ramp to Exit 1B highway/SW St/Brickell Ave, off-ramp..."
2,"Cleared: Police activity in Miami-Dade on highway south before Exit 6B NW St, left lanes blocked. Last updated at ::59AM."
0,I entered a giveaway for a chance to win Zens camouflage tea set/ all-in-one tea set/ monkey mug. Amazing. #giveaway
0,When I deleted my twitter my biggest regret was losing as a follower bc... todd oneill but he just followed me back so💃💃
1,Road Closed on highway - BILLINGS TO MILES NORTH ... 
1,FT WORTH: EB at Amon Carter - wreck in two left lanes - right lane gets through. Bumper-to-bumper from .… 
0,A second glance into #reputation...ready for it? 
1,"Reminder: The southbound lane on Brant St., south of Victoria Avenue, will be closed today from am to pm for excavation work. #BurlON"
1,Police and Fire at auto accident 33EB at Frantz. Right four lanes blocked. Keep left and use caution to get by
1,Construction on #NY31 Both directions at Holley Street 
0,'Killed by work': Young chef died of TONSILLITIS after working days in a row 
0,Child-friendly spaces support families after flooding and mudslides in #SierraLeone 
0,What a women can do to a men's heart who actually cares is really something
1,WY : Crash ONE LANE BLOCKED WB btwn ID State line &amp; Jackson @ MP .. Be prepared to stop. Expect minor delays. #wyoroad
0," We apologize and want to help you with this, Elise. DM us more details and the account so we can help. ^ JazzA"
0,"I'm at Downtown Hartford in Hartford, CT "
0,Constellation Brands made offer to buy Jack Daniel's owner Brown-Forman 
0,""" thanks for insulting me when I'm already having it bad."""
0,"This is Imani, from CT. She just escorted Trump supporters through a crowd as a situation escalated. Here's why in… "
2,Cleared: Incident on #FarRockawayBranch EB at Atlantic Terminal
2,Cleared: Accident: WB on VA- (Humelsine Pky W) in James City Co.:18AM
0,Nothing good happens in the woods after midnight...#ShadesOfBlue
0,I respect a man that will go get a pedicure at a nail salon.
2,"IH- EAST Eastbound Before BELTWAY -EAST - Hazmat Spill, Heavy Truck, Vehicle Fire, Accident - Status: Cleared at : AM"
1,TRAVEL ADVISORY-DeKalb/Gwinnett Co.: Road work highway in both directions leaving lane restrictions bet. highway and Jimmy Carter Blvd. (Ex. ).
1,"New: Disabled vehicle in Miami-Dade on Express south before SR-/NW St, left lane blocked. Last updated..."
0,"#UtProsim knows no human-animal bounds. Thank you for your service, K9 Boris. "
0,  Day late and a dollar short
2,Parking &amp; traffic restrictions ahead of rallies planned on Boston Common: 
2,"Cleared: Incident in Miami-Dade on Express south before SR-/NW St/Opa-locka Blvd, left lane blocked. Last updated at ::48PM."
2,Cleared | ONEIDA Co | Crash | highway NB/SB | highway | All Lanes Blocked (Both Directions) | 
2,"Cleared: Planned construction in Miami-Dade on SR- west before Le Jeune Rd, left lane blocked. Last updated at ::49AM."
0,"""When you see something that’s broken ... go fix it. Your motto demands that you do."" "
1,Update: Accident: SB on highway at MM247 in Rockingham Co. No lanes closed.:08PM
2,Accident on Garden State Parkway southbound North of Exit 130B-A - highway all lanes open to traffic
0, Hey Rachel! You can learn how to save a video to view later here: Happy cooking! -CB
1,"This is your MINUTE WARNING that the highway bridge will be closed for today's performance.

Start thin… "
2,"Cleared: Crash in Miami-Dade on SR- west at NW Ave, left lane blocked. Last updated at ::32PM."
0, Hi Chad. Please visit our Help Center to learn how to report this issue to us: Thank you. -MG
1,"Updated: Police activity in Miami-Dade on SR- west at NW Ave, left lane blocked. Last updated at ::17AM. "
1,Disabled Vehicle: EB on highway at MM5 in Warren Co. No lanes closed.:56PM
2,Tractor trailer has been removed from Bankhead Tunnel. Tunnel is now open. #TrafficAlert
2,Cleared: Incident on #I495 WB from 27th Street to START ROUTE highway Exit- Queens Midtown Tunnel 2nd Avenue East 36th Street
0,Really fun show tonight:  music from &amp; plus a few surprise guests! #FallonOrlando
0, Who's going to help our friend out here? Be a hero and save the day!
0," Hi Matthew, we'd ask that you pop into your local retailer so they can advise you. Do you have their contact details? Thank you."
1,Roadwork on highway eastbound between Exit 72A - Forbes Ave/Oakland and Mile Post: .. There is a lane restriction.
2,Cleared: Disabled Vehicle: EB on highway at MM69 in Arlington Co.:40AM
2,James City Co.-Crash Update-highway W at Busch Gardens exit. All lanes reopened. . miles of congestion remains. #hrtraffic
1,State Road (McGalliard Rd) entrance ramp to highway South closes Sept. for days 
1,"Accident, right lane blocked in #SouthFulton on highway SB at Senoia Rd #ATLTraffic "
2, highway doesn't run north and south. It run east and west. There are no northbound lanes on highway
0, O% damage miles outside the ATL city limits in Dekalb...not a remote area...power out for plus h… 
0,"a treat as tantalizing as ice cream: rn take % off at old navy, gap &amp; banana republic online!… "
1,Incident on #GLine at 7th Avenue Station 
0,Change your friends if they are holding you back - pick the new ones with caution and care. 
0,USDA and MANRRS help cultivate the next generation of agricultural leaders 
1,"highway, Mile Marker , , Winston-Salem, Forsyth, Vehicle Crash, Lane Closed, at / : AM"
2,Great News - The Exit Northbound On Ramp is back open. Enjoy!
1,"Tree no powerlines on Eastbound highway EB at Mile Marker ..

Be prepared to stop, use caution when traveling through this area."
0,azealia always had the most talent imo she’s so next level 
0,Q2. When can you select a health plan? #oechat2017
0,"Hunger crises will escalate unless we invest more in addressing root causes, say UN food agency leaders. More:… "
1,UPDATE: has postponed the Chapel Creek Road bridge closure for two weeks due to weather. New weekend i… 
1,"CRASH: Tr-Tr Involved. Outer Loop: highway EB, East of Bouldercrest. Left Lane. Delays: Moreland Avenue."
0,Tobacco onions and pickled jalapeños add a kick to #ThePoloBar Sante Fe Burger. 
0, Hi Amanda. To learn how to add someone as an admin please visit our Help Center here: -MG
2,Cleared: Incident on #FLine from Queens PLaza North to Jackson Hts-Roosevelt Avenue Station
0,"With NE growers &amp; of Frontier Coop. Randy &amp; Julie Reznicek, North Bend, NE telling about… "
0,A quick update from North Carolina... 
0,Great start to Formation Methodology Level course at Attendees can tweet w/ #P1soccer… 
0,"Edie Windsor was magic, plain and simple. 

"
0,"HALF TIME SCORE 

#EarnYourStars "
0, Dustin + McNuggets = True love story
2,"The Maidstone State Highway (Lamourex Rd) up in the #NEK #VT is back open, flood waters have receded."
2,highway W in Davidson Co Crash at MM at : PM / est clear by : PM /
0,A great case from for why we should invest in vaccines we (hopefully) will never need to use. 
2,Accident on Garden State Parkway northbound Exit - CR all lanes open to traffic
2,Accident cleared in #Tulsa on S 129th E Ave north of E 61st St #traffic 
2,Accident cleared highway S &amp; Rt. in DE. Heavy weekend traffic congestion continues. Please prepare for delays. tjm 
1,"highway, @ 122nd Ave, Delay &lt; 20min, A crash has the WB right ln closed @ highway, use caution.... "
1,"Roadway closed, water main repair in #DistrictOfColumbia on Harvard St Both EB/WB at 14th St and Sherman Ave #DCtraffic"
1,"Vehicle Accident on Southbound highway SB at PACKS BRANCH.

 of southbound lanes are closed."
0,"Step : Sign President Obama's birthday card. 
Step : Celebrate. "
1,COMPLETE highway MM . WB at Holt Rd / mile Right lanes closed &lt;= mins due to a crash
0,Computer science not just a major but a way of life for #HokieGrad 🎓🦃 Kara Vaillancourt 
1,Accident on highway WB @ Mid-Bay. Expect a single lane closure.
0,#TerenceWinter to write #GriseldaBlanco movie starring 
0,"BONUS: performs ""You Better You Bet"" as a web extra! #FallonTonight "
0,"Suspected cholera/AWD cases soar to over half a million in over months, % are children. #ChildrenUnderAttack… "
0,"I don't even care if you have your windows down, it's still too hot to leave kids or animals in the car. I'm driving and sweating! #notokay"
1,Street blocked off after bricks fall from building 
1,Incident on #AuthorityBus at Upper Bus Level 
2,Cleared: Construction on #I287 NB at North of Exit - highway
1,"Snoqualmie: highway Snoqualmie Pass rock blasting closure are scheduled Monday July through Thursday July , begin "
1,"US30, Portland, Closed, WB lanes closed @ Nicolai, use alternate route.... "
2,"Crash
NB highway at MP (Main St, Lehi) Utah Co.
On Ramp
Est. Clearance Time: : PM"
1,UPDATE: Collision on Aurora Ave N at Winona Ave N blocking all NB and SB lanes. Use alternate routes. 
1,Parade @ MP on Hwy . Road closed. Seek alternate route. 
2,"Cleared: Unconfirmed object on roadway in Santa Rosa on highway east at MM , left lane blocked. Last updated at ::21PM."
0,Our is heading to #COP22 to represent what climate change means to us and to food systems globally. 
2,CLEARED: Roadwork on highway southbound between Exit 19B - PA /Market St and Exit 16B - PA North/Queen St.
0,Long work week of travel and teaching made right by : min/mile of running with Journey songs including Separate Ways 
2,Cleared: Construction on #US1 Both directions from South of South Broad St to North of Perry St
2,"#STCR13 1st day of school is tomorrow, /. Just a reminder there is a lot of road construction on Bardot and Nef… "
2," south is jammed all the way to Anderson, SC per Google.. #EclipseOn2 "
1,Accident on New Jersey Turnpike - Eastern Spur southbound outside exit Interchange 15E - highway&amp; right lane blocked
1,"highway, Int w/ Sandy/US30 Bypass, Delay 20min-2hrs, Center lanes closed due to crash, use caution.... "
2,Cleared: Traffic congestion in Lake on Floridas Turnpike north from Exit 267A SR to beyond SR50/Clermont. Last updated at ::42AM.
2,Cleared: Closure on #GeorgeWashingtonBridge WB at Henry Hudson Parkway
1,Update: Disabled Vehicle: SB on I-95R at MM160 in Prince William Co. Left shoulder closed. Potential Delays.:06PM
2,"CLEARED LOWER HUDSON VALLEY: Vehicle on fire: NB on highway at exit : Right lane open: Incident clear, traffic normal."
1,"Accident, center lane blocked in #NorthHollywood on SB at Burbank Blvd, stopped traffic back to Laurel Cyn Blvd, delay of mins"
1, were you aware there appears to be a slow water line leak in the roadway of Chambers near the intersection of W 12th Ave?
0,Rule # : Never date a girl with daddy issues
0,A4: We don't have to be in the office to work! We make the office a place people want to go to. #ModernMonday 
1,Accident in the left lane south bound street just north of the Yellowhead. Stay right to avoid. #YEGtraffic
2,The exit ramp from highway West to Orleans Ave is now open. Congestion is minimal.
1,Alert | DODGE Co | Crash | WIS NB/SB | County Road TW (WIS ) | All Lanes Blocked (Both Directions) | 
2,Cleared: Incident on #GardenStateParkway NB from North of Exit - NJ to South of Exit 140A - NJ West - southbound exit only
2,Cleared: Incident on #LLine BothDir/BothDir at 1st Avenue Station
2,"CLEARED: US Hwy - Southbound, south of Peterson Rd the right lane is blocked due to roadwork. Expect delays."
0,RETWEET if you have mad chills right now! #WorldofDance 
0, I don't think so actually... so starbs pls
2,Parade @ MP on Hwy is now cleared. 
1,Updated: Crash in Palm Beach on Floridas Turnpike south before SR and traffic backed up until before PGA...
2,Delta - northbound Hwy- (N/S) between 64Th Ave and Ave slow traffic
2,US16: Open BOTH DIR between Worland and Buffalo. -JUL :
0,"Incredible ideas and energy building at #GES2016. Great to meet entrepreneurs, delegates today at "
1,On SR  southbound just south of SR there is a collision blocking the right lane.
1,"UPPER DARBY, Pa. - A train crash in Delaware County has left people injured.

It happened at a SEPTA station... "
1,64W off-ramp to Magruder Blvd closed due to crash
2,"Cleared: Planned construction in Escambia on highway east at Exit 10A highway, right lane blocked. Last updated at ::53PM."
1,highway MM . SB at SR / mile All lanes closed &lt;= mins due to a vehicle fire
1,"Updated: Planned construction in St. Lucie on highway north at Mile Marker , left lanes blocked. Last updated..."
2,"ROADWORK COMPLETE  Epping NH101 West mile to , right lane open."
2,Southbound highway traffic is increasing in Wyoming. Expect heavy SB highway traffic in Colorado later this afternoon and evening. Stay safe!
0,The wait's almost over...new #WhatDoYouMean premieres @ 7a on the #RozAndMocha Show on !!! 
0,FHFA welcomes our summer interns! 
2,"Cleared: Incident in Osceola on Floridas Turnpike north at Exit Osceola Pkwy, all lanes blocked. Last updated at ::25AM."
0, Thanks for the kind words. We're always just a tweet away and happy to help anytime. cc 
0,. recommends these neighborhoods if you want to fall in love with Chicago: 
0, None of those players can create their own shot when that offense stalls Bc LeBron can't crash through the lane.
0,Caution on the road urged as Sturgis Motorcycle Rally begins - - 
2,Cleared: Traffic congestion in Miami-Dade on Floridas Turnpike south from beyond NW Ave to at Exit Okeechobee Rd. Last updated at...
1,Incident on #4Line Both directions at Eastern Parkway-Brooklyn Museum Station 
1,"Updated: Crash in Orange on highway west at Exit Fairbanks Ave, all lanes blocked. Last updated at ::10PM. "
0,Read all about it! The most significant changes to our food safety system since the 1950s → #USDAResults
0,"A2: Sit to stand desks are becoming common, but how often are they used? The goal should be variety. #ModernMonday "
0,CT Texture: A Prognostic Marker of Recurrence After Hepatectomy for Metastatic #colorectalcancer #colorectalresearch
0, Hi there. Please learn more about how to create a username for your Page by visiting our Help Center:… 
1,SEMI ACCIDENT; DRIVING LANE CLOSED on highway - highway WB MM ; at milepost ... 
2,CLEARED: Turnpike Roadwork on Pennsylvania Turnpike highway southbound between Exit - highway/highway and Exit - PA affecting the shoulde
0,"I felt this way for a long time.

But most of my plugins are there to compensate for WP's weaknesses.

"
1,Alert | ROCK Co | Fire | WIS NB/SB | CROSS ST | All Lanes Blocked (Both Directions) | 
0,Jennifer Lopez and World of Dance Team Up for New Series  #hamptons 
0,"And if I beat Conor McGregor in a UFC fight, I would be seen as an amazing fighter "
2,CLEARED: Roadwork on highway westbound between Fullerton Ave and PA North/Macarthur Rd.
1,"New: Planned construction in Duval on highway W north before San Jose, left lanes blocked. Last updated at..."
2,TRAFFIC: All lanes OPEN on highway E Beltway SB ramp to Merrill from an earlier crash. #WOKVtraffic
0,Hi everyone! Welcome to today’s #EPWEngage Twitter chat. 
1,Construction on #2Line BothDir/BothDir from 72nd Street Station to Chambers Street Station 
1,Incident on #MLine Manhattan bound at Jackson Hts-Roosevelt Avenue Station 
2,Cleared: Incident on #2Line SB at Wall Street Station
0,"""What the Health""🎥
A great #film about you and your #health💕
A #vegan diet will save your life📣
Watch it on #Netflix
"
0, Sorry for the trouble! We'd recommend you let your preferred retailer know what you'd like to see on their shelves.
1,"New: Crash in Orange on highway west at Exit SR-, off-ramp closed. Last updated at ::45PM. #fl511 "
2,"Cleared: Disabled vehicle in Orange on highway east at Exit Par St and traffic backed up until Princeton St, right lanes blocked. Last..."
1,"Accident on right shoulder in #Orleans on Crescent Cty Connection SB at St Charles, stop and go traffic back to Earhart Blvd #traffic #NOLA"
1,Construction on #ELine Manhattan bound from Jackson Hts-Roosevelt Avenue Station to 21st Street QueensBridge 
2,CLEARED: Lewis Ave - between Belvidere St and 14th St expect delays due to pavement resurfacing.
0, We're happy to help you. Pls send us a DM with more details on what you're experiencing? ^ATTCareTeam
2,These problems quickly cleared. NB north of the Gardiner clear. 
2,"Cleared: Object on roadway in Okaloosa on highway east at MM , right shoulder blocked. Last updated at ::24PM."
1,Incident on #5Line at Fulton Street-Broadway Nassau Station 
2,Cleared: Incident on #NJ4 WB from Hackensack Av to NJ 
0,"Good luck to our teams competing NPL Nationals starting tomorrow in Indy. Boys &amp; /, Girls , , , /."
0,"Great news from Texas Gulf Coast. #GIPSA and #FGIS operations are getting going this weekend, back to regular business by Tuesday."
1,"#Phoenix ==== COLLISION, NB / Bethany Home. ROUGH START, as the Slow Lane is Blocked. Backup SOLID from Indian S… "
2, Pedestrian walkway entry points is the only area these can truly protect. Walkways within the roadw… 
1,Incident: SB on highway at MM138 in Stafford Co. travel lane closed. Potential Delays.:10AM
2,Oklahoma: I40 westbound between Meridian and MacArthur...non-injury accident...roadway is clear...MCM
2,CLEARED: Roadwork on highway westbound between Exit - PA Bus and Exit - Aliquippa.
2,"As highway construction heats up, please slow down and be aware in #WorkZones. employees recall close calls: "
0," He put too much creamer in my coffee, ugh #ThanksObama"
2,"Quieting down on area roads #VT #BTV, for now. Awaiting the overnight freezing rain/rain event. Be ready for it. Drive with caution."
1,TRAVEL: A130 Southbound – crash blocking lane one between the A12 (Howe Green) and the Rettendon Turnpike #HeartNews
0,BASF expands its offer for innovation projects with customers with further development of designfabrik®… 
0,"A “-calorie,” gut-busting burrito earns Chipotle a new lawsuit "
1,"Oklahoma: I44 northbound NW 10th on ramp, non-injury accident unknown if roadway is blocked...BB"
0, Rob hill sr looking at this video right now 
0,LMFAOOOOO he look like a bitch 
0,🗣 And !!! RT Lmao @ y'all sayin pew to rubbing a man's feet but will let a nigga who ain't been to the Dr. in yrs hit raw
1,Speeding can turn a minor mishap into a fatal accident. Stop speeding before speeding stops you! #DriveSafeAL 
0,"Summer is waning, but the fun isn't. Here are free things to do in Chicago this September:… "
0,Navy: Remains found of some of the sailors missing since US warship collided with an oil tanker east of Singapor… 
2,ALL CLEAR on the WB highway on-ramp from SR . 
2,CLEARED: Roadwork on PA eastbound between PA /State Rd and PA . There is a lane restriction.
0,Our thoughts are with the people of Barcelona right now. The NYPD is closely monitoring the incident.
1,"Updated: Emergency road construction in Duval on highway / Philips Hwy south at St Augustine Rd, all lanes blocked...."
1,SD-: ROAD CLOSED btwn .3mi S of US14 E-Miller and US14 E-Miller.
1,Route in Albany is closed due to a structure fire.
0,"Google no more: How #radiologists are shifting to specialized databases #STATdx
 "
2, Both lanes are now open. Hopefully you're moving! Please drive carefully.
1,Snoqualmie: A collision is blocking right two lanes six miles west of summit. One lane is open eastbound. Motorists 
0,"In Niger, nearly half of the population lives on less than $/day, but smugglers can make up to $, per trip. "
0,"Horrendous. Use of children as ‘human bombs’ rising in NE #Nigeria 
#ChildrenUnderAttack "
2,Cleared: Construction on #FLine Queens bound from W 4th Street-Washington Square Station to 34th Street-Herald Square Station
2,Cleared: Incident on #GLine BothDir/BothDir at Clinton-Washington Avs Station
0,Remember to take in all the sights on a cross country move! Submit your #uhaulfamous photos here:… 
1,Turnpike Roadwork on Pennsylvania Turnpike highway northbound between Exit - PA and Exit - highway/highway affecting the right lane
2,Cleared: Incident on #HollandTunnel WB
1,"D.C. police said the block of H Street, Northwest, is closed after a Metrobus crashed, injuring people. "
2,Cleared: Incident on #I287CrossWestchesterExpwy WB from After Exit (highway) - Tarrytown (Rte ) to Exit (highway) - Tarrytown (Rte )
1,The right lane has opened leaving the left lane blocked on highway East at mile post (Bonnet Carre Spillway Bridge). Congestion is minimal.
2," You should be good on highway. Just be really careful, buckle up and take it slow."
2,Grady: H.E. Bailey Turnpike eastbound at mile marker has been reopened...DJP
2,Cleared: Incident on #6Line SB from 125th Street Station to 42nd Street-Grand Central Station
0,Warning shots: Revisit our series on Texas’ history of botched evacuations and emergency preparedness… 
1,"Butler County - State Route closure scheduled for culvert replacement
"
0,"Easter (aka, the gateway to all things spring) is a little over a week away. Embrace the season with this adorbs ro… "
2,"Cleared: Crash in Duval on highway south at Exit Dunn Ave, left lane blocked. Last updated at ::27PM."
2,Cleared: Incident on #JLine WB at Broad Street Station
1,"Work will be taking place along State St on Monday between N. University and Littleton St, expect delays. More info: "
2,"CLEARED BUFFALO: Disabled vehicle: NB on highway exit -exit : Right lane blocked: Incident clear, traffic normal."
0,". - got your message loud and clear. We have fantastic people on the ground, got there long before #Harvey. So far, so good!"
1,#TRAVELAVISORY Cobb Co: Injury Crash...highway/sb before the Brookwood Merge. Only right lane open. Delays growing f… 
1,Update: Incident on #3Line at Wall Street Station 
0,Pressure's on for Obama to fill 'food czar' job at USDA  
2,"Cleared: Planned construction in Orange on highway west at Exit SR-, left lane blocked. Last updated at ::40AM."
2,UPDATE: lane open at the outside set of travel lanes on highway WB at Newtown Rd due to crash Detour has been removed #hrtraffic
1,Crash on Route in S. Hero by the Jolly. The roadway is closed.
1,"US30, Portland, Closed, WB lanes closed @ Nicolai due to crash, use alternate route.... "
2,Cleared: Incident on #I295 SB at South of Exit 26S - NJ /highway/highway
2,Cleared: Accident: NB on highway at MM157 in Prince William Co.:17PM
2,"Cleared: Crash in Volusia on highway east at MM , left lane blocked. Last updated at ::39PM."
1,COMPLETE highway MM . NB @ Southport/mile All lanes slow &lt;= mins due to construction work
1,"New: Planned construction in Broward on highway north beyond Hallandale Beach Blvd, right lane blocked. Last updated..."
1,"New: Planned construction in Orange on highway west at Exit John Young Pkwy, right lanes blocked. Last updated..."
0, Oh no! We're so sorry to hear that happened. Can you send us a DM with what happened and what store it was?
1,Accident on highway South at Exit - CT (Cromwell) left lane closed...
1,"New: Object on roadway in Jackson on highway east at MM , left lane blocked. Last updated at ::12PM. #fl511 "
0, diners rescued after restaurant breaks free of dock. 
2,UPDATE: highway Northbound has been re-opened at West 130th Street. 
0,Animal hoarding: A collection of research and journalism resources 
2,JEREMIAH MORROW BRIDGE UPDATE: Northbound highway is now OPEN. Southbound should reopen shortly. Check OHGO for the latest traffic info.
1,tree removal: WB on VA- (John Marshall Hwy) in Prince William Co. All travel lanes closed. Potential Delays.:38AM
0,#SelectUSA is the # event connecting global companies + U.S. #econdev orgs to facilitate biz investment in the USA: 
0," Thanks, dear. I was totally under the impression they were still made out of wood. Condescending brat."
1,Roadwork on highway eastbound between Exit - highway and Exit 346A - South St. There is a lane restriction.
2,Cleared: Incident on #1Line SB at 137th Street-City College Station
1,Accident on highway South btw Exit - Benson Rd (Fairfield) and Exit - Burr St (Fairfield) right lane blocked...
2,"OKC: I35 northbound just south of 44th, Non-Injury collision, roadway clear. JJH"
0,Get tickets for  #pint17 event on May w/  &amp;  in #Edinburgh! 
0,"No 'worse place on earth' than #Syria's #Raqqa, says senior #UN adviser urging pause in fighting… "
2,Accident on highway WB in Wallace Tunnel has been cleared.
1,"highway//: Crash, ALL LANES BLOCKED both dir btwn Pahaska &amp; Cody @ MP .. Be prepared to stop. Expect delays. #wyoroad"
2,Cleared: Incident on #ALine NB from Broadway-East New York Station to Hoyt-Schermerhorn Station
2,ALL CLEAR on southbound highway at Forest St.
1,Jason Denny Killed in Discovery Bay Motorcycle Crash with Big Rig on Highway near Wilhoit Avenue - ...
1,Incident on #I495 WB at Exit - Oceania Street / Francis Lewis Boulevard - WestBound Only 
0, We'll let our product team know you'd love it to make a come back!
0,🐝Join in: Nat. Monitoring Plan for Native #Bees: Stakeholder/Public Listening Session 🐝 am-: pm EDT tmrw: 
2,Cleared: Incident on #I678 SB at Union Turnpike
0,Learning how corn is milled for many of our favorites!  #sustainableag #milling 
1,"TRAFFIC ADVISORY; Traffic collision at Soledad Cyn Rd/ Whites Cyn Rd, slow moving traffic. "
0,A fresh perspective of the People's Garden - 
0,"We're now live at Ellsworth AFB in Rapid City, SD, talking about Vets to Ag program. "
2,CLEARED: ROAD BLOCKAGE at E INDEPEN/BRIAR CRK RA &amp; BRIAR CREEK RD #CLT #CMPD_Providence
2,UPDATE: Crash highway EB at Lee Hall cleared. All lanes open. Back-up miles. Expect delays. #hrtraffic
1,"Updated: Crash in Polk on highway east at Exit SR and traffic backed up until beyond highway, right lane blocked...."
1,Update: Accident: WB on VA- at MM22 in Loudoun Co. All travel lanes closed; exit ramp closed. Potential Delays.:42AM
0,Sysco Deal With US Foods Gets Surprising Boost 
1,Accident in #PinellasPark on highway NB at 54th Ave N #traffic 
1,"Updated: Disabled tractor-trailer in Miami-Dade on SR- west at Le Jeune Rd, right lane blocked. Last updated..."
2,"Cleared: Planned construction in Santa Rosa on highway east ramp to Exit Avalon Blvd, off-ramp left lane blocked. Last updated at..."
1,Update: Construction on #3Line Both directions at Pennsylvania Avenue Station 
2,CLEARED: Turnpike Roadwork on Pennsylvania Turnpike highway eastbound between Exit - PA and Exit - highway/To highway affecting the cent
1,Crash on highway westbound between Exit 60A - PA South and Exit - Emmaus Ave South. There is a lane restriction.
0,Lost my voice but it sound sweet 😂
0,What sayeth ye? Montana Shakespeare in the Parks: Macbeth. Free show : PM at Center Stage #VisitBigSky 
2,"Cleared: Planned construction in Monroe on highway north at MM Vaca Key, right lane blocked. Last updated at ::09PM."
1,Roadwork on highway northbound between Exit: REST AREA and Mile Post: .. There is a traffic disruption.
1,Jacksonville: highway westbound at Cassat Ave has all lanes blocked due to a crash. Use caution and follow posted...
0,"Since took office, the U6 (discouraged workers) Unemployment Rate has dropped %. #JobsReport "
1,"highway, from @ 10th St to Mi N of Stafford Rd, Delay &lt; 20min, A paving operation has the SB right ln closed betw... "
0," Hey Kollin, Would you please DM us more details. ^FredrickC"
1,Constr. on highway South ramp to Exit - highway (Darien) closed until 6AM...
1,Backup from crash on EB highway at Chicago Dr now extending back to 44th street. 
2,highway MM . WB near Emerson/mile All lanes slow &lt;= mins due to heavy traffic
2,CLEARED: Roadwork on highway westbound at Mile Post: ..
2,North Myrtle Beach Advisory: All lanes on Little River Neck Road are now open. Normal traffic may resume.
0,USDA’s Southwest Climate Hub launches education unit for -12th graders #USDAResults 
1,Disabled Vehicle: EB on highway at MM179 in Henrico Co. No lanes closed.:06AM
1,"New: Planned construction in Miami-Dade on highway north beyond Exit 4B highway East/Miami Beach, right lanes..."
1,Road work on SR- NB at MM has the right lane blocked and the entrance ramp from Schofield Rd closed. Please...
2,WY789: Open BOTH DIR between Riverton and Worland. -JUL :
0, Sorry to hear this. Did you try to call us at ---? What happened? ^JP
2,highway E in Davidson Co Vehicle Disabled at EXIT : SHELBY AV. at : PM / est clear by : PM /
0,"My katycats if u ❤️me &amp; represent the fandom pls know I only want to operate with kindness. Pls be kind to every1, even when it's difficult."
1, SB highway down to one lane for repairs. Will be that way at least through Thursday.
0,"A Winter Salad Recipe from Chef Andrew Carmellini, in Honor of  New #OneWTC Kitchen "
0,Mark has questions about running a restaurant in a hotel. (Foodservice.com Forums) 
0,"Happy Birthday, Warren. Everyone should be lucky enough to have a friend like you. "
2,"Cleared: Crash in Palm Beach on Floridas Turnpike north at Exit SR , on-ramp closed, all lanes blocked. Last updated at ::14PM."
0,Tour award-winning ad agency Muh-Tay-Zik / Hof-Fer - San Francisco by | 
0,Facebook Live slated today at : am EST. &amp; discuss on… 
1,Advisory: Other Weather: NB on Rt. 642N (Amelia Springs Rd) in Amelia Co. All SB travel lanes closed.:40PM
0," Thanks George, it was a great performance wasn't it? 👏 👏 👏"
1,Updated: Incident on #CoastLine at New York Penn Station 
1,Police activity on highway northbound at Exit: WELCOME CENTER/WEIGH STATION. There is a ramp closure.
1,Disabled vehicle on highway westbound between Mile Post: . and Mile Post: .. There is a lane restriction.
1,"RT: EPPOLICE highway East @ Geronimo, Stalled vehicle, Right lane closed, backup to Paisano, Clearing time hr"
1,Crash on highway southbound at Exit 39A - PA /Lewisberry Rd. There is a shoulder closed.
2,Cleared: Police activity in Broward on Sawgrass Expressway south ramp to Exit 1A Sunrise Blvd and traffic backed up until Oaklnd Pk...
2,Some slow commutes in this morning due to high water following the heavy rains. Avoid water over the roadway
2,"Cleared: Object on roadway in Orange on highway east at Exit Princeton St, right lane blocked. Last updated at ::21PM."
0, Happy b-day! Make sure you use #AerieREAL when you snap a pic in the swim.
